"experiment_replicate","day","ID","cfu_ul","od_blanked","inflow_setting","outflow_per_hour_mean","Vin","V0","cycle_time","dilution_rate","dilution_rate_old","n"
"dd6",1,"M0",44000,NA,0.003,21.7708333333333,7.25694444444445,21,0.333333333333333,0.890450432106799,1.03670634920635,1
"dd6",1,"M2",674000,NA,5e-04,3.125,1.04166666666667,21,0.333333333333333,0.145236491360792,0.148809523809524,1
"dd6",1,"M3",540000,NA,0.0015,10.3125,3.4375,21,0.333333333333333,0.454789200066485,0.491071428571429,1
"dd6",1,"M4",832000,NA,0.001,6.35416666666667,2.11805555555556,21,0.333333333333333,0.288274500826804,0.302579365079365,1
"dd6",1,"M6",206000,NA,0.0025,16.4583333333333,5.48611111111111,21,0.333333333333333,0.696294146582822,0.783730158730159,1
"dd6",1,"M7",540000,NA,0.002,13.9583333333333,4.65277777777778,21,0.333333333333333,0.600388270379285,0.66468253968254,1
"dd7",1,"M0",89800,0.029,0.0025,16.4974992644896,5.49916642149652,21,0.333333333333333,0.697772516944277,0.785595203070931,1
"dd7",1,"M1",660000,0.152,0.001,7.55388841927303,2.51796280642434,21,0.333333333333333,0.339726198547682,0.359708972346335,1
"dd7",1,"M3",494000,0.131,0.002,11.3293357283742,3.7764452427914,21,0.333333333333333,0.496112926546195,0.539492177541628,1
"dd7",1,"M4",784444.444444444,0.234,1e-04,0.828754578754579,0.276251526251526,21,0.333333333333333,0.039207183454823,0.039464503750218,1
"dd7",1,"M5",7320,0.00299999999999999,0.003,20.5633629191321,6.85445430637738,21,0.333333333333333,0.847411365145979,0.979207758053912,1
"dd7",1,"M6",794000,0.154,5e-04,2.93762327416174,0.979207758053912,21,0.333333333333333,0.136723400513556,0.13988682257913,1
"dd7",1,"M7",602000,0.171,0.0015,9.86202099182868,3.28734033060956,21,0.333333333333333,0.436298408459877,0.469620047229937,1
"dd4",1,"M0",4300,0.000899999999999998,0.0028,21.1743959697788,7.05813198992626,21,0.333333333333333,0.869268188230964,1.00830456998947,1
"dd4",1,"M1",832000,0.2383,1e-04,0.816326530612245,0.272108843537415,21,0.333333333333333,0.0386229988670455,0.0388726919339164,1
"dd4",1,"M2",11460,0.0087,0.003,22.0356946721367,7.34523155737891,21,0.333333333333333,0.899809137807121,1.04931879391127,1
"dd4",1,"M3",596000,0.2315,5e-05,1.22448979591837,0.408163265306122,21,0.333333333333333,0.0577496176867427,0.0583090379008746,1
"dd4",1,"M4",368000,0.125,0.0022,14.6358839704611,4.8786279901537,21,0.333333333333333,0.626685048639463,0.696946855736242,1
"dd4",1,"M5",48666.6666666667,0.0202,0.0024,18.2196744199232,6.07322480664106,21,0.333333333333333,0.762068361717215,0.867603543805865,1
"dd4",1,"M7",278000,0.0749,0.0026,16.8079373178876,5.60264577262919,21,0.333333333333333,0.709464714763012,0.800377967518456,1
